CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
2530,0.80149819,99958.589970,Strong Republican,Good,Good,Good,Good,Good,Mostly,Rarely,None,0 - No pain,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Never,Fairly often,Sometimes,Almost never,Often,Sometimes,Rarely,More or less satisfied,Stayed the same,Below average,Neither agree nor disagree,Somewhat worse,Not too happy,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,No,,,,,Yes,Yes,No,No,No,Most of the time,None,No,No,No,"Yes, I receive full pay but do not have to take leave",No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,Provider decided,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,22JUN20:18:57:58,22JUN20:19:11:55,24,Web Interview,English,Tablet,Male,60+,65-74,HS graduate or equivalent,Divorced,Not working - retired,South,South Atlantic,Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Cellphone only,4,0,0,0,0,1,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",65 or older,Not Hotspot
2531,1.01953343,127150.78480,Don't Lean/Independent/None,Good,Fair,Very good,Good,Good,Mostly,Sometimes,Moderate,7,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Sometimes,Fairly often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Not at all satisfied,Stayed the same,Far below average,Strongly disagree,Somewhat better,Not too happy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,,No,,,Yes,No,Yes,Yes,Yes,No,No,Often,Only a few,Yes,No,No,"No, I receive no pay",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Agree,Disagree,27JUN20:02:32:12,27JUN20:06:38:40,30,Web Interview,English,Smartphone,Female,45-59,55-64,Some college,Married,Not working - disabled,South,West South Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",3,0,0,0,0,3,"$10,000 to under $20,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",40 to 59,Not Hotspot
2532,0.61291686,76439.729510,Lean Democrat,Excellent,Excellent,SKIPPED ON WEB,Excellent,Excellent,Completely,Never,None,0 - No pain,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Never,Very often,Very often,Never,Never,Never,Never,Satisfied,Better,Average,Strongly agree,Much better,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,Yes,No,No,Occasionally,Only a few,No,No,No,"No, I receive no pay",Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,I decided,,,,,,,,,,,Not sure,No,No,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,27JUN20:19:13:32,27JUN20:19:24:06,11,Web Interview,English,Smartphone,Male,30-44,35-44,Some college,Married,Working - as a paid employee,South,West South Central,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,"African American, non-Hispanic",30 to 39,Hotspot
2534,0.16989542,21188.452820,Lean Republican,Very good,Good,Very good,Very good,Very good,Completely,Never,None,0 - No pain,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Almost never,Very often,Very often,Almost never,Never,Never,Never,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Occasionally,None,No,No,No,"Yes, I receive partial pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,22JUN20:20:55:27,22JUN20:21:07:20,12,Web Interview,English,Smartphone,Female,60+,55-64,Some college,Divorced,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No telephone service,2,0,0,0,0,2,"$10,000 to under $20,000",Some college,"Less than $50,000",Employed,Not married,Hispanic,60 to 64,Hotspot
2535,0.94435518,117774.95410,Don't Lean/Independent/None,Very good,Very good,Very good,Good,Good,Mostly,Rarely,Moderate,0 - No pain,No,No,No,No,No,No,No,No,No,No,Almost never,Sometimes,Sometimes,Almost never,Rarely,Never,Never,More or less satisfied,Stayed the same,Average,Somewhat agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Never,None,No,No,Yes,"No, I receive no pay",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,Provider decided,Provider decided,,Yes,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,23JUN20:05:43:07,23JUN20:05:51:36,9,Web Interview,English,Smartphone,Female,30-44,25-34,HS graduate or equivalent,Married,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,6,0,1,1,1,3,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
2536,0.88190348,109986.30980,Lean Republican,Very good,Good,Very good,Very good,Good,Mostly,Never,Mild,3,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Sometimes,Fairly often,Sometimes,Never,Never,Never,Never,More or less satisfied,Stayed the same,Far below average,Somewhat agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Rarely,Only a few,No,No,Yes,"No, I receive no pay",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,I decided,,,,,,,,,,,,No,No,No,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,22JUN20:21:47:39,22JUN20:22:03:38,16,Web Interview,English,Smartphone,Female,45-59,55-64,Some college,Living with partner,Working - self-employed,Midwest,East North Central,Non-Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,3,0,0,0,1,2,"$10,000 to under $20,000",Some college,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,Not Hotspot
2537,2.18292196,272242.41310,Don't Lean/Independent/None,Poor,Poor,Poor,Good,Very good,A little,Sometimes,Very severe,9,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Fairly often,Very often,Very often,Never,Sometimes,Very often,Sometimes,Not at all satisfied,Stayed the same,Far below average,Strongly agree,About the same,Not too happy,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,,No,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,No,Yes,No,No,Most of the time,Only a few,No,No,No,"No, I receive no pay",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Agree,Disagree,24JUN20:00:16:00,25JUN20:17:44:18,31,Phone interview,English,Phone interview (not online),Female,60+,55-64,No HS diploma,Divorced,Not working - disabled,South,West South Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"Under $10,000",High school diploma or less,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",60 to 64,Not Hotspot
2538,0.57490161,71698.670370,Moderate Democrat,Fair,Fair,Fair,Poor,Fair,Mostly,Rarely,Mild,2,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Fairly often,Fairly often,Fairly often,Sometimes,Never,Sometimes,Sometimes,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,About the same,Pretty happy,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,,Yes,No,Yes,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,Most of the time,SKIPPED ON WEB,Yes,Yes,Yes,"No, I receive no pay",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,26JUN20:19:05:01,26JUN20:19:27:21,23,Web Interview,English,Smartphone,Male,30-44,35-44,Some college,Married,Working - self-employed,South,West South Central,Metro Area,Non-internet household,Rented for cash,A one-family house detached from any other house,Cellphone only,5,0,1,0,0,4,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,"African American, non-Hispanic",30 to 39,Not Hotspot
2540,0.18925271,23602.591170,Moderate Republican,Excellent,Excellent,Excellent,Good,Good,Completely,Never,Mild,0 - No pain,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Almost never,Fairly often,Fairly often,Never,Never,Never,Rarely,Satisfied,Better,Below average,Somewhat agree,Much better,Very happy,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,,No,,Yes,Yes,Yes,Yes,No,No,Most of the time,Some,Yes,Yes,No,"No, I receive no pay",Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,Provider decided,,,No,No,No,No,No,No,No,Strongly agree,Strongly disagree,Agree,Strongly disagree,22JUN20:18:04:52,22JUN20:18:40:45,36,Web Interview,English,Desktop,Female,30-44,25-34,Some college,Married,Working - self-employed,South,South Atlantic,Non-Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,4,4,2,3,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,"African American, non-Hispanic",30 to 39,Not Hotspot
2541,0.83537193,104183.14220,Moderate Democrat,Good,Good,Good,Very good,Very good,Completely,Sometimes,Mild,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,More or less satisfied,Stayed the same,Average,Somewhat disagree,About the same,Pretty happy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,,Yes,,,,Yes,No,,No,Yes,No,No,No,Occasionally,Only a few,Yes,Yes,No,"No, I receive no pay",Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,23JUN20:10:51:18,23JUN20:11:05:21,14,Web Interview,English,Smartphone,Female,30-44,25-34,HS graduate or equivalent,Living with partner,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,1,0,0,5,"$50,000 to under $75,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
2543,0.61308715,76460.967100,Moderate Republican,Excellent,Good,Excellent,Very good,Very good,Mostly,Never,Moderate,1,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Almost never,Sometimes,Never,Never,Never,Never,Never,More or less satisfied,Better,Average,Somewhat disagree,Somewhat better,Pretty happy,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,Yes,,,No,,,,,,,No,Yes,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,,,,Both,,,,,,Provider decided,Provider decided,,No,No,No,No,No,No,No,Agree,Agree,Agree,Agree,24JUN20:00:17:55,03JUL20:17:44:31,20,Phone interview,English,Phone interview (not online),Female,60+,75+,Some college,Widowed,Not working - retired,Northeast,New England,Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have cellphone, but mostly use landline",1,0,0,0,0,1,"$20,000 to under $30,000",Some college,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",65 or older,Not Hotspot
2544,0.54680975,68195.202740,Moderate Democrat,Good,Fair,Very good,Good,Good,Moderately,Sometimes,Severe,6,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Almost never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,More or less satisfied,Worse,Average,Somewhat disagree,Somewhat worse,Pretty happy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,No,,No,Yes,Yes,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,,,,Both,,Provider decided,,Both,,Both,Both,,Yes,Yes,No,Yes,Yes,No,Yes,Strongly agree,Agree,Agree,Agree,26JUN20:16:50:19,26JUN20:17:07:59,18,Web Interview,English,Smartphone,Female,60+,55-64,Some college,Widowed,Not working - disabled,Midwest,East North Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$20,000 to under $30,000",Some college,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",60 to 64,Not Hotspot
2545,0.30579075,38136.596000,Moderate Democrat,Very good,Very good,Very good,Very good,Good,Completely,Never,Mild,3,No,No,No,No,Yes,No,Yes,No,Yes,No,Almost never,Fairly often,Very often,Never,Never,Never,Never,More or less satisfied,Stayed the same,Average,Strongly agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Most of the time,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Disagree,Agree,Disagree,Disagree,24JUN20:09:10:59,24JUN20:09:27:46,17,Phone interview,English,Phone interview (not online),Male,60+,75+,Some college,Never married,Not working - retired,Midwest,East North Central,Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$20,000 to under $30,000",Some college,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",65 or older,Not Hotspot
2546,0.92316077,115131.69980,Lean Republican,Good,Very good,Excellent,Very good,Excellent,Completely,Never,Mild,2,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Sometimes,Very often,Sometimes,Never,Never,Never,Never,Satisfied,Better,Far above average,Neither agree nor disagree,About the same,Very happy,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,,,,,,Yes,Yes,,No,,,,,,,Yes,Yes,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Neither agree nor disagree,Strongly agree,Agree,Agree,22JUN20:17:55:49,22JUN20:18:05:16,10,Web Interview,English,Desktop,Male,60+,55-64,BA or above,Married,Not working - retired,West,Pacific,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",2,0,0,0,0,2,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Not employed,Married/co-habitating,Other,60 to 64,Not Hotspot
2547,0.46942229,58543.850080,Lean Republican,Very good,Very good,Very good,Good,Very good,Completely,Rarely,Moderate,2,No,No,Yes,No,Yes,No,No,No,No,No,Sometimes,Fairly often,Sometimes,Almost never,Often,Sometimes,Never,More or less satisfied,Stayed the same,Above average,Somewhat disagree,Somewhat worse,Pretty happy,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,No,,,,,,,,,,,No,No,No,No,No,Rarely,Some,No,No,Yes,"No, I receive no pay",Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,Yes,No,Yes,No,No,No,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,22JUN20:19:06:40,22JUN20:19:14:34,8,Web Interview,English,Desktop,Female,30-44,25-34,BA or above,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,6,0,0,4,0,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
2551,0.24576776,30650.847170,Strong Republican,Good,Fair,Poor,Poor,Poor,Moderately,Always,Severe,8,No,No,No,Yes,No,Yes,No,Yes,No,No,Very often,Almost never,Never,Very often,Very often,Very often,Often,Satisfied,Better,Above average,Neither agree nor disagree,About the same,Not too happy,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,,Yes,No,,,Yes,Yes,,,No,Yes,Yes,No,Yes,Yes,No,No,Never,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,Both,I decided,I decided,,I decided,I decided,,,,,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Neither agree nor disagree,22JUN20:18:49:13,22JUN20:18:59:15,11,Web Interview,English,Desktop,Male,60+,65-74,Some college,Divorced,Working - as a paid employee,Northeast,New England,Metro Area,Internet Household,Rented for cash,A one-family house attached to one or more houses,Cellphone only,3,0,0,0,0,3,"$20,000 to under $30,000",Some college,"Less than $50,000",Employed,Not married,"White, non-Hispanic",65 or older,Hotspot
2553,0.73457305,91612.042180,Lean Democrat,Excellent,Excellent,Excellent,Very good,Very good,Completely,Never,Mild,1,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Almost never,Very often,Very often,Never,Sometimes,Sometimes,Rarely,Satisfied,Better,Far above average,Somewhat agree,About the same,Very happy,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,No,,,,,,,,,Yes,Yes,Yes,No,No,Often,Some,No,No,Yes,"No, I receive no pay",No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Disagree,25JUN20:15:52:47,25JUN20:16:04:47,12,Web Interview,English,Desktop,Male,60+,55-64,BA or above,Married,Working - self-employed,West,Mountain,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Landline telephone only,2,0,0,0,0,2,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",60 to 64,Not Hotspot
2555,0.65800355,82062.702000,Moderate Democrat,Very good,Good,Very good,Good,Good,Moderately,Rarely,Mild,1,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Sometimes,Fairly often,Fairly often,Almost never,Sometimes,Sometimes,Sometimes,Not at all satisfied,Worse,Average,Somewhat disagree,No children,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Rarely,None,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,22JUN20:21:55:37,22JUN20:22:06:17,11,Web Interview,English,Smartphone,Male,30-44,35-44,Some college,Divorced,Working - as a paid employee,South,West South Central,Non-Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$50,000 to under $75,000",Some college,"$50,000 to under $100,000",Employed,Not married,Other,40 to 59,Not Hotspot
2556,0.94767908,118189.49370,Don't Lean/Independent/None,Fair,Fair,Fair,Fair,Fair,Completely,Often,Mild,6,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Not at all satisfied,Better,Below average,Neither agree nor disagree,No children,Not too happy,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,,,,,No,Yes,Yes,,No,,,,,,Yes,No,No,Yes,No,No,Often,Some,No,No,Yes,"No, I receive no pay",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,23JUN20:12:04:45,23JUN20:12:23:03,19,Web Interview,English,Smartphone,Male,45-59,45-54,BA or above,Never married,Working - self-employed,South,West South Central,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$50,000 to under $75,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Not married,"African American, non-Hispanic",40 to 59,Not Hotspot
